userId,movieId,rating,timestamp,user_enc,movie_enc
305,68205,4.0,1518731003,304,3115
323,208,2.5,1422640245,322,135
174,186,3.0,848487212,173,122
414,33493,4.0,1117044302,413,2703
72,648,4.0,1217324936,71,388
339,56367,3.5,1460346323,338,2989
232,2080,2.5,1182910401,231,1048
182,3113,1.0,1055150757,181,1544
282,6188,3.0,1378498852,281,2301
305,1276,3.5,1463788911,304,704
18,1961,4.0,1455050512,17,978
249,2959,5.0,1346757736,248,1472
307,47,4.0,1186160966,306,40
606,6564,2.0,1172012541,605,2354
177,2959,4.0,1435523771,176,1472
257,2406,3.5,1141625649,256,1226
480,48780,4.5,1179163006,479,2878
425,590,4.0,1085477182,424,365
232,44199,3.5,1182908082,231,2807
102,540,1.0,835877588,101,342
414,8907,2.0,1109961982,413,2601
367,3039,3.0,997812079,366,1508
110,996,3.0,1175329574,109,525
235,527,5.0,841422500,234,332
318,3159,4.0,1267472571,317,1557
369,1225,2.5,1237083107,368,656
314,161,2.0,834241586,313,104
42,3210,4.0,996258623,41,1579
464,48516,4.0,1275549617,463,2874
7,32029,2.0,1118025946,6,2686
586,1597,4.0,1529901496,585,843
286,4011,5.0,1119562201,285,1880
469,3363,4.0,965336980,468,1640
178,2329,5.0,1163673965,177,1175
534,1097,4.0,1459787996,533,590
589,300,3.0,856043369,588,191
280,8368,4.0,1348532750,279,2552
298,1129,3.0,1450452550,297,601
249,38061,4.0,1350988675,248,2752
555,2706,5.0,978746552,554,1354
541,344,3.0,835642942,540,220
182,2890,3.5,1054780332,181,1440
188,3469,5.0,962559652,187,1677
232,40815,2.5,1133560302,231,2772
400,44199,5.0,1498870195,399,2807
274,1129,3.5,1172022548,273,601
126,454,5.0,845925785,125,291
108,1959,5.0,1042840682,107,976
239,480,4.0,1221158148,238,306
474,2457,2.0,978576348,473,1257
487,31658,3.5,1428574498,486,2679
351,3252,4.0,1325979981,350,1592
182,5954,4.0,1054781285,181,2274
198,2407,3.0,1039797076,197,1227
28,1275,2.0,1234337747,27,703
418,7153,5.0,1461865570,417,2465
152,1198,3.5,1450572456,151,630
414,3538,3.0,975683131,413,1714
464,33493,5.0,1275549429,463,2703
274,3608,4.0,1253915525,273,1734
609,589,3.0,847220990,608,364
66,3063,4.0,1113190672,65,1519
294,70,4.0,966595946,293,55
557,1291,4.0,1453467758,556,719
599,4008,3.5,1498797606,598,1878
610,2762,4.5,1479545862,609,1386
52,61132,5.0,1468051981,51,3048
4,417,2.0,945078467,3,264
282,4369,3.0,1378497822,281,1985
153,95510,0.5,1525551656,152,3367
474,6377,4.0,1070397403,473,2332
310,6863,5.0,1078648074,309,2404
600,247,4.5,1237715494,599,158
367,1196,4.0,997812715,366,628
23,3462,3.0,1107341855,22,1674
182,1411,5.0,1054780389,181,785
359,1381,1.0,1192499717,358,769
153,63082,1.5,1525548393,152,3068
249,97304,4.5,1360112099,248,3385
199,1517,5.0,1023654652,198,818
48,2791,2.5,1127128628,47,1395
610,849,3.0,1479543092,609,459
34,3997,2.0,1162050228,33,1871
608,7701,1.0,1117519677,607,2528
19,3717,2.0,965702842,18,1776
391,5026,3.0,1037482146,390,2120
610,94959,4.0,1493849371,609,3360
21,719,3.5,1419794740,20,410
239,1584,4.0,1221158680,238,834
45,1961,4.0,1007484335,44,978
567,49274,2.5,1525288037,566,2884
597,1200,5.0,941729229,596,632
23,300,3.0,1107342187,22,191
318,1230,4.0,1272569327,317,660
243,36,4.0,837155409,242,32
156,111,4.0,1106854888,155,82
453,2580,5.0,972622842,452,1312
541,371,3.0,835643759,540,242
359,52604,4.0,1193184851,358,2923
351,4069,2.5,1325978760,350,1908
560,33679,3.5,1469649094,559,2710
369,353,3.0,1237082128,368,228
426,595,4.0,1451187515,425,369
64,1221,5.0,1161528995,63,652
608,3698,2.0,1117505109,607,1766
570,1101,3.0,1181477909,569,592
103,60040,3.5,1431955306,102,3033
571,2517,3.0,966900601,570,1284
129,47,3.5,1167376335,128,40
589,282,4.0,856043430,588,184
195,2599,2.0,974706332,194,1318
43,107,5.0,848994703,42,80
479,2683,5.0,1039362174,478,1343
462,4211,4.5,1293373679,461,1935
293,742,2.0,1044870730,292,420
294,1676,3.0,966634119,293,872
216,1288,5.0,975212079,215,716
31,788,2.0,850466679,30,436
474,2443,2.5,1053021508,473,1250
316,3882,2.5,1111493580,315,1830
140,260,4.0,942842304,139,169
448,2053,2.0,1019563932,447,1034
297,1047,4.0,900872143,296,562
474,4886,3.0,1046871268,473,2078
414,162,4.0,1000734091,413,105
332,2011,3.0,1352672315,331,1011
593,150,3.0,1181008132,592,95
249,8464,4.0,1353800465,248,2559
300,109487,5.0,1425351522,299,3471
10,72998,2.5,1455356351,9,3171
555,788,4.0,978841913,554,436
448,5339,4.0,1019127244,447,2178
384,4321,2.0,994038766,383,1968
86,59315,4.0,1344083069,85,3023
489,2701,1.0,1332774103,488,1352
497,904,3.0,1429127323,496,476
607,1097,5.0,964744550,606,590
597,21,5.0,941559030,596,20
45,364,5.0,950726215,44,237
231,58559,5.0,1433089583,230,3017
318,2161,4.0,1266782680,317,1106
83,5010,4.0,1333170636,82,2114
208,1610,3.0,940639452,207,846
68,62999,3.5,1240092850,67,3065
174,225,3.0,848487101,173,144
430,4306,4.0,995828286,429,1965
328,1961,2.0,1494211180,327,978
57,2616,2.0,969754707,56,1323
168,3788,4.0,1306806646,167,1800
274,431,4.0,1171172447,273,274
414,8636,4.5,1089043931,413,2572
172,2313,3.0,1238716043,171,1165
186,780,4.0,1031080005,185,429
564,106782,3.0,1478453646,563,3457
425,2167,3.5,1085490960,424,1109
88,1994,3.5,1331420196,87,999
19,2088,3.0,965707828,18,1055
395,374,3.0,841504841,394,245
590,904,5.0,1258419557,589,476
312,2454,3.0,1043176138,311,1254
50,104841,1.5,1514238848,49,3442
534,2762,4.0,1459787998,533,1386
261,3949,5.0,1404881438,260,1846
331,8360,1.5,1537157772,330,2549
121,300,3.0,847656027,120,191
182,4396,2.0,1055150946,181,1994
283,63,3.0,901228285,282,49
220,68358,5.0,1246137908,219,3118
513,7,3.0,1159980407,512,6
111,33646,4.5,1516155239,110,2706
132,3317,3.5,1157978989,131,1626
510,1882,0.5,1141159305,509,938
318,1625,3.5,1433139439,317,854
525,4248,3.5,1476477110,524,1953
474,3219,2.5,1060105547,473,1581
429,289,5.0,828124616,428,186
261,48780,4.5,1404881374,260,2878
469,2915,3.0,965425513,468,1446
453,4993,4.0,1018860207,452,2108
4,1211,1.0,964539205,3,642
484,4914,2.0,1342365051,483,2088
52,119145,4.0,1468051301,51,3523
514,175303,3.0,1533874664,513,3637
480,2023,3.0,1179178699,479,1022
169,5620,4.0,1059429329,168,2233
232,110,4.5,1182908701,231,81
590,955,4.0,1258418946,589,515
91,7123,4.0,1112717262,90,2456
287,608,4.5,1110231586,286,374
576,1223,4.0,1358151540,575,654
132,2384,1.5,1157979788,131,1210
184,79132,4.5,1537098639,183,3211
288,466,3.0,978466496,287,297
138,898,5.0,1222676107,137,470
291,102125,4.0,1453051397,290,3416
64,8798,4.0,1161521094,63,2585
288,2002,2.0,978559860,287,1004
439,1198,4.5,1436943790,438,630
103,7367,3.5,1477364901,102,2500
68,89864,3.5,1332628233,67,3316
68,8376,3.0,1158533244,67,2557
151,3,3.0,855947242,150,2
428,535,1.5,1111523576,427,338
116,1339,4.0,1337195944,115,739
580,1377,3.0,1167674837,579,765
376,34405,4.0,1364933349,375,2723
246,66371,5.0,1354127155,245,3101
343,2959,5.0,1202060766,342,1472
307,500,2.0,1186160992,306,317
409,2724,2.0,968978414,408,1367
89,80549,2.0,1520408562,88,3229
84,356,5.0,857653593,83,231
380,8969,3.0,1494794430,379,2616
477,2470,4.0,1200941084,476,1264
112,17,0.5,1513989967,111,16
111,119155,3.5,1516152412,110,3524
274,56757,4.0,1262587259,273,2992
217,587,3.0,955944022,216,362
274,3113,3.5,1171786108,273,1544
82,196,3.5,1084465393,81,129
41,3996,3.5,1459367473,40,1870
224,3301,5.0,971811286,223,1621
274,4776,3.5,1248336545,273,2055
490,76251,3.0,1328145512,489,3192
600,4128,4.0,1237762403,599,1919
82,480,4.0,1084467706,81,306
232,6951,3.0,1182909997,231,2423
314,588,3.0,834241349,313,363
218,1252,4.5,1111624812,217,680
95,162,5.0,1043340311,94,105
168,342,4.0,1306793520,167,218
28,457,3.0,1234515692,27,293
477,1103,3.5,1200939279,476,593
365,80693,1.5,1488594777,364,3230
292,8636,4.0,1265679778,291,2572
409,2772,1.0,968978168,408,1391
503,3461,4.0,1335214748,502,1673
239,802,4.0,1221866550,238,441
249,79592,3.5,1356550324,248,3221
47,6870,3.5,1496205576,46,2407
226,223,5.0,1095662774,225,142
590,19,2.0,1258420848,589,18
590,370,2.5,1258421164,589,241
475,116823,4.0,1498031088,474,3511
84,1296,4.0,858773054,83,723
68,1407,2.5,1158532360,67,782
525,5903,4.0,1476476194,524,2266
200,8360,3.5,1229886111,199,2549
590,2137,3.5,1258426881,589,1089
182,2720,0.5,1063284777,181,1364
414,3980,3.0,979226593,413,1858
563,106487,3.5,1441845102,562,3451
226,1597,4.0,1095662342,225,843
68,3702,2.5,1230497914,67,1769
590,7324,3.0,1258428124,589,2492
599,5530,2.5,1498515133,598,2217
64,16,5.0,1161528794,63,15
352,114180,4.5,1493674704,351,3501
226,1517,4.0,1196229380,225,818
288,5060,5.0,1014821780,287,2128
587,21,4.0,953138653,586,20
436,435,3.0,833529660,435,278
480,4370,3.5,1179164229,479,1986
414,3751,5.0,975683131,413,1788
340,356,3.0,848666375,339,231
66,6874,5.0,1093747485,65,2409
177,1032,3.5,1435535041,176,553
313,880,5.0,1030475081,312,465
68,81591,3.5,1305861319,67,3240
477,48394,4.0,1200940225,476,2873
313,2798,3.0,1030558282,312,1402
294,1179,2.0,966597510,293,615
140,2023,4.0,1035368843,139,1022
217,3039,4.0,955943627,216,1508
240,169,3.0,849122896,239,110
28,1095,3.0,1234570537,27,588
292,165549,1.5,1513546429,291,3621
444,586,3.0,839311847,443,361
456,724,4.0,856883468,455,412
177,3623,3.5,1435524318,176,1740
274,6586,2.5,1171827028,273,2356
298,47610,2.0,1447598320,297,2860
144,5669,3.5,1136812723,143,2241
603,4380,3.0,1000194231,602,1989
520,1200,5.0,1326609271,519,632
590,55765,3.5,1258417000,589,2974
280,7255,3.0,1348533391,279,2481
294,1018,1.0,966596184,293,540
198,1676,4.0,1034138225,197,872
221,5225,4.0,1111178370,220,2154
68,4643,2.0,1158532884,67,2032
217,2231,4.0,955943036,216,1126
99,281,5.0,829828006,98,183
140,41863,3.5,1156530595,139,2781
47,88405,1.0,1496210193,46,3304
599,45221,2.5,1498513719,598,2823
474,3244,3.5,1087832037,473,1585
483,1732,5.0,1178293982,482,897
553,3362,3.5,1230774880,552,1639
20,837,4.0,1054038259,19,454
164,3527,5.0,999708257,163,1708
292,2278,4.0,1293563105,291,1147
247,112852,4.5,1467644255,246,3498
82,6702,3.5,1084467134,81,2375
177,7454,3.0,1435526351,176,2516
274,5463,2.5,1171828131,273,2202
353,229,3.0,831940234,352,146
136,364,5.0,832449683,135,237
288,1292,3.0,976120146,287,720
7,260,5.0,1106635933,6,169
523,1721,5.0,1503126287,522,893
111,2145,3.0,1517441355,110,1097
26,165,4.0,836950286,25,108
176,592,3.0,840108527,175,366
350,748,4.0,864941229,349,423
414,1704,5.0,961517035,413,887
322,2542,4.0,1217677221,321,1296
577,2815,2.0,945966559,576,1411
19,2804,3.0,965705572,18,1406
495,111364,3.5,1458636814,494,3481
139,74789,1.5,1453924902,138,3183
584,440,5.0,834987912,583,282
119,89087,4.5,1459195755,118,3309
177,1517,3.0,1435533789,176,818
147,1396,4.0,1203267732,146,779
580,1090,4.0,1167791222,579,583
4,910,5.0,945173989,3,481
414,2085,4.0,961519005,413,1053
202,1429,5.0,974918797,201,789
414,1261,4.0,961515684,413,689
199,2699,4.0,943698807,198,1350
91,6857,5.0,1112716461,90,2403
587,2571,4.0,953141652,586,1308
608,2028,4.5,1117415309,607,1025
606,7099,5.0,1175637420,605,2452
249,1884,4.0,1356277600,248,940
594,2,4.0,1109037094,593,1
390,308,5.0,1250274475,389,197
43,47,4.0,848993793,42,40
51,2301,5.0,1230930362,50,1159
7,4018,4.0,1106712913,6,1885
489,3000,5.0,1333022709,488,1488
608,1991,3.0,1117506777,607,997
380,3355,2.0,1494804649,379,1634
232,586,3.0,1218167353,231,361
596,95167,4.0,1535627502,595,3363
530,590,5.0,843226667,529,365
332,111,4.0,1352671838,331,82
420,46578,4.0,1218207569,419,2846
382,1,4.5,1515162628,381,0
28,2997,2.5,1243837492,27,1487
313,4848,4.0,1030556057,312,2066
42,2155,3.0,996215096,41,1103
599,7117,2.0,1498527082,598,2455
604,173,3.0,832080093,603,114
414,4014,4.0,1049060191,413,1881
590,3703,3.0,1258419733,589,1770
274,2354,2.5,1172030733,273,1188
606,1097,3.5,1175636650,605,590
325,1948,4.0,1039397313,324,965
141,2959,5.0,1513130645,140,1472
105,92259,5.0,1446571823,104,3342
483,56251,5.0,1217464752,482,2987
453,4153,2.0,1005966137,452,1925
298,61323,3.0,1447516906,297,3054
352,69951,4.0,1493675082,351,3139
103,1968,4.0,1431957248,102,985
57,235,5.0,965796869,56,152
140,5292,2.0,1037013502,139,2162
160,880,3.0,971114725,159,465
414,104841,5.0,1485656670,413,3442
308,56152,3.5,1421375723,307,2983
594,7149,4.5,1121758783,593,2462
88,5995,4.5,1331421739,87,2285
610,52241,4.0,1493847722,609,2915
159,4014,2.0,1508641260,158,1881
517,5418,3.0,1487953186,516,2189
560,3994,4.0,1469648804,559,1869
18,116823,3.5,1456910057,17,3511
222,3174,3.5,1391374533,221,1562
292,4896,4.0,1017364825,291,2082
132,3275,3.5,1329983750,131,1615
495,79702,4.0,1458636565,494,3223
594,8643,5.0,1108975896,593,2576
411,1,5.0,835532155,410,0
339,90439,3.0,1503953517,338,3320
583,71535,3.0,1481474152,582,3158
414,76251,4.0,1286737546,413,3192
39,1968,5.0,974788384,38,985
288,2429,3.0,976124555,287,1244
202,1960,3.0,974912892,201,977
28,1732,4.0,1242031360,27,897
412,2239,4.0,939114231,411,1129
111,53953,0.5,1516141317,110,2940
605,43560,3.0,1277176601,604,2794
226,3275,4.5,1095713403,225,1615
387,2700,3.0,1094877335,386,1351
607,2080,3.0,964744628,606,1048
565,32,5.0,846533428,564,30
307,2371,2.0,1186163223,306,1198
239,11,5.0,1221159019,238,10
579,595,5.0,958881086,578,369
603,1056,4.0,963179247,602,565
292,4085,3.5,1293562848,291,1910
483,648,2.0,1178293442,482,388
590,1278,4.0,1258416893,589,706
19,2959,5.0,965703109,18,1472
57,903,4.0,965795785,56,475
425,485,3.0,1085490493,424,309
425,260,3.0,1085477202,424,169
427,5388,3.0,1053070403,426,2186
313,101,5.0,1030557466,312,76
534,78469,4.0,1459788619,533,3202
95,1274,5.0,1044744520,94,702
408,79592,4.0,1468253547,407,3221
64,1358,4.0,1161528790,63,751
100,4246,4.5,1100184518,99,1951
479,3404,2.0,1039367502,478,1652
27,1097,5.0,962686711,26,590
232,78893,2.0,1283133925,231,3207
299,1387,4.0,974620404,298,771
91,1358,3.0,1112713637,90,751
326,1483,3.5,1322250898,325,809
381,27706,3.5,1164876995,380,2645
597,2313,4.0,940362281,596,1165
429,165,4.0,828124615,428,108
414,97306,4.0,1519594433,413,3386
268,1625,3.0,940182580,267,854
414,1454,3.0,1190571071,413,798
249,114180,4.0,1417354228,248,3501
391,3470,5.0,1032387517,390,1678
98,858,3.0,1532458318,97,462
219,3755,2.5,1194680692,218,1792
414,3515,3.0,978449737,413,1702
380,393,2.0,1494036132,379,255
284,276,3.0,832787106,283,180
294,1461,1.0,966596934,293,801
40,362,4.0,832060128,39,236
428,1997,2.5,1111623841,427,1001
204,6104,4.0,1327170408,203,2295
107,318,5.0,832003644,106,203
368,2763,3.0,971276062,367,1387
599,2380,1.0,1498797076,598,1207
1,3809,4.0,964981220,0,1805
305,166528,3.0,1518198335,304,3623
292,91658,1.5,1332678344,291,3339
561,349,3.0,1491091021,560,225
599,4104,2.0,1519235391,598,1915
347,364,4.0,847645738,346,237
480,4019,2.5,1179163640,479,1886
274,4993,3.0,1171409651,273,2108
486,318,5.0,839537113,485,203
380,82461,3.0,1493420779,379,3252
560,2628,4.0,1469649995,559,1327
274,589,4.5,1171409970,273,364
563,86882,4.0,1439933384,562,3288
131,3363,3.5,1349838628,130,1640
260,4235,3.5,1109410787,259,1947
580,926,1.0,1167790992,579,495
448,1208,4.0,1036695762,447,639
298,57368,3.0,1447516944,297,3002
160,2953,1.0,971619754,159,1470
483,30749,4.0,1178358844,482,2664
527,551,3.0,1033174530,526,350
273,497,5.0,835860894,272,316
606,991,4.0,1171735721,605,523
448,84374,2.0,1346521626,447,3260
103,3552,4.5,1431957993,102,1721
393,6365,5.0,1430507433,392,2328
239,40815,4.0,1221158643,238,2772
448,1680,3.0,1019141513,447,874
525,109487,4.0,1476479385,524,3471
111,5418,0.5,1516140860,110,2189
261,1089,4.5,1404881506,260,582
219,27773,5.0,1195349186,218,2650
608,2600,4.5,1117415451,607,1319
357,1252,3.5,1348610764,356,680
483,1552,2.5,1215895309,482,825
279,51935,3.0,1506395921,278,2913
73,69122,3.0,1464197125,72,3126
274,8807,3.5,1171759737,273,2586
182,2542,4.0,1054781327,181,1296
305,2105,3.0,1518768014,304,1065
288,1242,4.0,976138178,287,670
474,277,2.0,975173058,473,181
160,1385,1.0,975849881,159,770
474,1975,2.0,1046984882,473,992
357,918,5.0,1348611846,356,488
182,904,4.0,1161623929,181,476
313,4799,3.0,1030557763,312,2057
160,596,4.0,971619022,159,370
330,2987,4.0,1285905280,329,1481
66,4591,3.5,1113189010,65,2024
111,45722,3.0,1516140909,110,2835
68,52973,5.0,1198454474,67,2927
28,8636,3.0,1234572135,27,2572
93,593,5.0,942947265,92,367
599,6974,2.5,1498516646,598,2428
448,94953,2.0,1364126046,447,3359
105,6863,3.5,1446749758,104,2404
274,3438,3.0,1171785280,273,1664
232,6624,2.0,1218170720,231,2365
229,454,4.0,836942062,228,291
606,2100,3.5,1171822424,605,1064
408,51662,4.0,1472537730,407,2909
262,428,3.0,840311057,261,272
414,165549,4.5,1489548471,413,3621
477,1,4.0,1200939636,476,0
274,70,4.5,1171493880,273,55
380,355,2.0,1494035831,379,230
73,73017,5.0,1464275240,72,3172
19,1593,2.0,965708002,18,841
599,5283,2.5,1498517488,598,2160
365,1961,1.5,1488332851,364,978
183,2457,3.0,992331493,182,1257
64,112,3.0,1161563742,63,83
51,2321,5.0,1230932267,50,1170
368,1779,2.0,971276975,367,910
298,1275,2.5,1453032874,297,703
599,4270,1.5,1498504543,598,1959
187,27741,4.0,1161864218,186,2648
139,59615,1.5,1453924671,138,3028
382,6365,4.0,1515173420,381,2328
351,8914,3.0,1328290627,350,2604
202,2146,3.0,975015599,201,1098
252,81847,4.0,1498284146,251,3246
215,2478,2.5,1260905543,214,1269
21,58998,4.5,1441393230,20,3019
448,3764,3.0,1019124939,447,1794
152,85774,4.5,1450867668,151,3272
179,671,4.0,852115456,178,395
381,2012,3.5,1165975333,380,1012
274,1228,3.5,1205360533,273,659
430,34,3.0,963889406,429,31
610,90746,3.5,1493846275,609,3324
235,508,4.0,841422583,234,322
219,3300,4.0,1195349316,218,1620
18,2028,4.0,1455209855,17,1025
177,105844,4.0,1435532192,176,3447
